Directory,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.491,neuropathy,386033004,Neuropathy,Severe neuropathy,74,386033004,Neuropathy,Severe neuropathy,0.9294
LIPITOR.491,severe burning,36031001,Burning feet,severe burning of the feet,70,36031001,Burning feet,severe burning of the feet,0.7627
LIPITOR.496,Severe aggitation,21499005,Feeling agitated 232 249,Severe aggitation,100,21499005,Feeling agitated 232 249,Severe aggitation,1.0
LIPITOR.496,aggitation,24199005,Feeling agitated,aggitation,100,24199005,Feeling agitated,aggitation,1.0
LIPITOR.496,dose,62315008,Diarrhoea,diarrhea,33,224960004,Tired,tired,0.3255
LIPITOR.496,side effects,21499005,Feeling agitated 232 249,Severe aggitation,34,62315008,Diarrhoea,diarrhea,0.372
LIPITOR.496,dose,62315008,Diarrhoea,diarrhea,33,224960004,Tired,tired,0.3255
LIPITOR.650,cramps,250084002,Cramp in calf,cramps in my left calf,43,250084002,Cramp in calf,cramps in my left calf,0.6608
LIPITOR.805,extrem pain,76948002,Severe pain,extrem pain in knee joints,59,76948002,Severe pain,extrem pain in knee joints,0.7226
LIPITOR.692,side effects,26544005,Muscle weakness,muscle weakness,44,26544005,Muscle weakness,muscle weakness,0.2442
LIPITOR.454,side effects,386705008,Lightheadedness,lightheadedness,37,81680005,Neck pain,Neck pain,0.2571
ARTHROTEC.36,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
LIPITOR.205,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.205,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.205,Nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.205,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.205,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.453,headaches,25064002,Headache,headaches,100,25064002,Headache,headaches,1.0
LIPITOR.453,tiredness,267031002,Tiredness symptom,tiredness,100,267031002,Tiredness symptom,tiredness,1.0
ARTHROTEC.31,side effects,84229001,Fatigue,extreme tiredness,34,25064002,Headache,headaches,0.4086
LIPITOR.498,muscle problems,129565002,Myopathy,muscle problems,100,129565002,Myopathy,muscle problems,1.0
